2706	21	2706	20	0
16344	21	856	20	0
16344	21	856	20	0
13768	21	12094	20	0
13768	21	12094	20	0
1659	21	12094	20	0
15978	21	12094	20	0
15978	21	12094	20	0
1018	7	12094	20	0
4929	22	4929	20	0
17999	7	12094	20	0
4929	22	4929	20	0
13480	18	13480	20	0
3129	7	856	20	0
14546	7	856	20	0
14546	5	14546	20	0
9439	5	9439	20	0
14546	7	14546	20	0
3353	7	3353	20	0
5410	5	11610	20	0
11610	5	11610	20	0
13505	5	11610	20	0
13505	5	11610	20	0
10036	18	10036	20	0
11610	12	11610	20	0
524	15	8417	20	0
8417	7	14804	20	0
10036	1	15365	20	0
10036	1	11610	20	0
10036	1	2905	20	0
14751	5	382	20	0
5965	18	14751	20	0
5813	1	7202	20	0
17851	5	2232	20	0
9997	18	17851	20	0
16918	18	2232	20	0
3918	18	17851	20	0
14627	18	17851	20	0
1953	7	17851	20	0
1953	7	14627	20	0
1953	7	2232	20	0
1953	7	3918	20	0
1623	5	3794	20	0
1623	0	18127	20	0
14751	5	1385	20	0
1950	1	14751	20	0
1953	7	1385	20	0
2932	9	9084	21	0
8121	9	9084	21	0
2932	23	3120	21	0
8121	18	3120	21	0
2932	18	3120	21	0
3120	18	9084	21	0
2932	23	3120	21	0
2932	23	9084	21	0
9327	1	14905	21	0
9327	1	14905	21	0
13478	7	12410	21	0
9327	7	12410	21	0
9327	7	12410	21	0
11962	1	14905	21	0
13478	7	12410	21	0
9327	12	12410	21	0
13478	12	12410	21	0
8341	18	11962	21	0
12434	19	9038	21	0
2986	18	13014	21	0
12368	21	2986	21	0
10901	23	3220	21	0
10901	22	3220	21	0
10901	23	3220	21	0
3240	18	9327	21	0
11557	18	11557	21	0
17153	17	747	21	0
17153	17	5690	21	0
11557	23	17153	21	0
11557	9	5497	21	0
11557	9	16344	21	0
11557	9	16344	21	0
11557	18	17153	21	0
11557	9	17153	21	0
12368	9	3330	21	0
12368	9	13474	21	0
12368	9	13474	21	0
3330	18	12368	21	0
12368	2	12368	21	0
10522	23	3330	21	0
3330	17	12194	21	0
12368	17	12194	21	0
12368	2	3330	21	0
12368	19	12194	21	0
12368	23	3330	21	0
12368	9	3330	21	0
12368	23	3330	21	0
12368	7	3330	21	0
12368	2	3330	21	0
3330	18	12368	21	0
10522	23	3330	21	0
12368	21	12368	21	0
16548	18	2232	21	0
16922	1	16922	21	0
2232	17	16383	21	0
8078	18	8078	21	0
2232	5	16383	21	0
14064	7	17366	21	0
9936	7	17366	21	0
14627	7	17366	21	0
2099	17	11482	21	0
2099	17	14627	21	0
2099	17	13177	21	0
14064	22	7665	21	0
8251	18	8251	21	0
3563	18	2232	21	0
8251	18	8251	21	0
3563	18	3563	21	0
2099	17	17851	21	0
